date,local_route,light_rail,peak_service,rapid_route,school,other
2024-06-18T00:00:00.000,16395,10312,346,18537,4893,71.0
2023-01-22T00:00:00.000,2196,3969,0,5130,0,13.0
2020-08-28T00:00:00.000,12135,6702,163,12374,4381,59.0
2022-05-19T00:00:00.000,13710,8879,269,15691,4375,71.0
2022-02-10T00:00:00.000,12567,6327,128,11990,5629,61.0
2019-11-19T00:00:00.000,18567,11812,491,24402,5733,0.0
2021-12-16T00:00:00.000,11175,7493,197,13145,756,63.0
2021-11-07T00:00:00.000,1474,2342,0,3389,0,16.0
2021-05-19T00:00:00.000,16548,9492,323,17840,5307,65.0
2022-07-18T00:00:00.000,12338,7825,198,13925,2244,54.0
2023-06-11T00:00:00.000,2543,4608,0,6010,0,20.0
2021-01-25T00:00:00.000,8323,5489,144,9855,0,37.0
2019-08-26T00:00:00.000,18395,11678,403,24636,5465,0.0
2024-07-07T00:00:00.000,2465,4161,0,5987,0,27.0
2021-03-31T00:00:00.000,16718,9942,294,18162,5493,161.0
2020-02-29T00:00:00.000,3954,9259,0,10078,0,2.0
2022-07-27T00:00:00.000,13714,7700,227,15424,4499,60.0
2023-03-18T00:00:00.000,4108,6610,0,9131,0,14.0
2023-08-24T00:00:00.000,16419,11475,344,20303,4587,105.0
2023-04-21T00:00:00.000,11993,9988,254,16913,0,72.0
2024-06-24T00:00:00.000,14879,9397,322,17133,4438,95.0
2020-10-03T00:00:00.000,2448,3993,0,5499,0,23.0
2020-02-01T00:00:00.000,3026,4498,0,6305,0,33.0
2022-01-05T00:00:00.000,5643,3514,49,6297,0,40.0
2020-11-19T00:00:00.000,13991,7885,244,14789,4725,39.0
2023-08-15T00:00:00.000,16373,11618,369,21095,4738,89.0
2019-10-14T00:00:00.000,18081,11873,410,24562,5797,0.0
2023-08-05T00:00:00.000,4155,6994,0,8851,0,22.0
2024-04-05T00:00:00.000,15674,9502,289,17610,5192,95.0
2019-07-21T00:00:00.000,4045,4739,0,6000,0,0.0
2019-09-12T00:00:00.000,18465,11622,438,24108,5712,0.0
2021-06-01T00:00:00.000,16356,9283,324,17202,5675,64.0
2023-10-27T00:00:00.000,16154,10881,235,18718,4686,85.0
2020-06-14T00:00:00.000,1386,2106,0,3074,0,3.0
2020-11-25T00:00:00.000,13693,8078,283,14925,4722,74.0
2021-08-25T00:00:00.000,2035,720,23,1846,0,12.0
2024-01-16T00:00:00.000,11999,9403,363,15236,0,73.0
2023-04-28T00:00:00.000,16250,10883,287,19003,5330,110.0
2024-06-05T00:00:00.000,16822,10454,367,18771,5006,75.0
2023-07-02T00:00:00.000,2388,4198,0,6399,0,58.0
2023-12-03T00:00:00.000,2808,4708,0,6475,0,21.0
2022-02-13T00:00:00.000,2005,2887,0,4341,0,31.0
2021-11-06T00:00:00.000,2250,3419,0,4524,0,35.0
2023-09-10T00:00:00.000,2654,4737,0,6379,0,68.0
2021-05-14T00:00:00.000,16262,9740,226,17216,5391,82.0
2023-05-11T00:00:00.000,16353,10707,334,19483,4807,102.0
2023-12-02T00:00:00.000,4082,6050,0,8568,0,24.0
2021-09-06T00:00:00.000,2147,864,27,2153,0,25.0
2020-12-24T00:00:00.000,6332,4990,35,7565,0,41.0
2023-07-09T00:00:00.000,2186,4229,0,5843,0,24.0
2024-08-09T00:00:00.000,16200,10787,244,18997,4777,62.0
2021-12-12T00:00:00.000,2015,3304,0,4498,0,26.0
2024-09-12T00:00:00.000,16107,10283,365,18880,4627,78.0
2023-02-01T00:00:00.000,16147,10628,334,18877,5774,59.0
2023-11-27T00:00:00.000,15215,10129,380,17883,4383,67.0
2022-08-31T00:00:00.000,14360,8657,233,16306,4217,62.0
2020-06-28T00:00:00.000,1614,2777,0,3759,0,1.0
2022-05-05T00:00:00.000,14014,8862,254,16040,4773,72.0
2020-07-01T00:00:00.000,9067,5832,140,10841,3578,3.0
2022-04-04T00:00:00.000,13714,7935,266,14466,4936,48.0
2019-09-08T00:00:00.000,3782,4743,0,5886,0,0.0
2020-03-11T00:00:00.000,20182,12363,491,27319,6426,45.0
2022-10-10T00:00:00.000,14114,9377,254,16357,3943,134.0
2020-01-04T00:00:00.000,2177,5018,0,4315,0,0.0
2020-08-10T00:00:00.000,11596,5647,170,11223,5176,58.0
2019-11-03T00:00:00.000,2642,3748,0,5713,0,0.0
2024-06-04T00:00:00.000,17080,10948,342,19202,5177,70.0
2022-03-23T00:00:00.000,14095,8541,232,15849,4697,54.0
2021-08-06T00:00:00.000,15595,9565,244,16451,5047,64.0
2021-04-05T00:00:00.000,2153,3185,0,4369,0,17.0
2021-04-24T00:00:00.000,3190,4487,0,6112,0,16.0
2019-11-29T00:00:00.000,17761,12660,317,24355,4542,0.0
2021-03-14T00:00:00.000,1760,1703,0,4112,0,12.0
2024-01-31T00:00:00.000,16769,10269,368,18505,2300,71.0
2023-06-13T00:00:00.000,14893,10108,390,17550,4643,66.0
2020-03-22T00:00:00.000,1893,2252,0,3890,0,0.0
2020-09-02T00:00:00.000,12087,6195,174,12014,5165,55.0
2020-03-21T00:00:00.000,2670,3272,0,5531,0,0.0
2019-11-17T00:00:00.000,2914,4519,0,6777,0,0.0
2023-11-12T00:00:00.000,2788,4381,0,6498,0,24.0
2021-05-13T00:00:00.000,16541,9724,311,18003,5426,108.0
2019-10-06T00:00:00.000,2992,5583,0,7530,0,0.0
2023-11-21T00:00:00.000,15993,10937,357,18900,4914,92.0
2024-04-10T00:00:00.000,17754,11095,413,19694,5391,88.0
2022-04-11T00:00:00.000,9488,7256,253,12413,0,40.0
2022-10-14T00:00:00.000,14044,9443,185,16075,4122,109.0
2024-03-04T00:00:00.000,18405,11455,393,20885,5932,88.0
2022-01-07T00:00:00.000,5292,4167,51,6005,0,38.0
2021-01-21T00:00:00.000,10496,5460,236,13303,0,45.0
2022-03-07T00:00:00.000,13340,7215,191,13970,5386,47.0
2019-12-03T00:00:00.000,17741,11575,486,23387,5010,1.0
2023-12-06T00:00:00.000,15000,10888,365,18112,2584,63.0
2024-02-27T00:00:00.000,19318,12323,377,22592,6007,126.0
2021-12-18T00:00:00.000,2820,4036,0,5516,0,17.0
2024-05-18T00:00:00.000,4792,6039,0,8107,0,15.0
2024-02-09T00:00:00.000,17712,11308,257,19452,6174,100.0
2020-04-07T00:00:00.000,2951,1519,47,3497,33,1.0
2021-10-26T00:00:00.000,7511,3291,77,6912,2041,61.0
2023-07-18T00:00:00.000,15884,10685,367,18317,4883,95.0
2022-08-26T00:00:00.000,13561,9302,177,15288,4191,53.0
2020-06-30T00:00:00.000,8961,5466,151,11014,3555,7.0
2022-01-19T00:00:00.000,6419,4160,81,7608,0,39.0
2021-11-20T00:00:00.000,2440,3756,0,4993,0,26.0
2022-12-14T00:00:00.000,12828,9451,277,15889,679,70.0
2019-08-23T00:00:00.000,18614,12644,384,25079,5224,0.0
2023-07-11T00:00:00.000,11689,9680,309,16250,0,49.0
2023-12-30T00:00:00.000,3580,4356,0,6425,0,18.0
2022-08-27T00:00:00.000,3181,5651,0,7180,0,8.0
2022-12-06T00:00:00.000,14281,9948,269,16941,2811,42.0
2021-12-29T00:00:00.000,4248,2987,12,4744,0,31.0
2024-08-04T00:00:00.000,2670,4615,0,6727,0,13.0
2020-04-27T00:00:00.000,947,892,0,1569,0,0.0
2021-11-25T00:00:00.000,10397,6065,134,11144,4115,38.0
2021-11-03T00:00:00.000,10321,5114,122,9626,4910,51.0
2019-08-03T00:00:00.000,5447,7090,0,7922,0,0.0
2020-03-26T00:00:00.000,4003,2449,133,5846,108,0.0
2021-03-11T00:00:00.000,16764,9151,280,17836,5839,99.0
2022-09-21T00:00:00.000,14071,9746,221,15947,4199,50.0
2021-05-26T00:00:00.000,16451,9619,347,17927,5171,65.0
2019-10-28T00:00:00.000,17730,11484,436,24233,5704,0.0
2021-09-23T00:00:00.000,2369,989,24,2407,0,23.0
2023-03-10T00:00:00.000,16384,11381,238,20144,4708,72.0
2022-06-24T00:00:00.000,12099,7798,177,13846,2940,57.0
2022-02-14T00:00:00.000,12202,6435,143,11899,5591,59.0
2024-05-20T00:00:00.000,17048,10892,350,18756,5162,66.0
2023-05-12T00:00:00.000,15799,11026,256,18641,4859,83.0
2024-08-08T00:00:00.000,16928,11291,304,20763,5036,101.0
2021-10-28T00:00:00.000,7872,3510,78,7119,2116,63.0
2023-08-27T00:00:00.000,2718,4322,0,6499,0,51.0
2020-12-26T00:00:00.000,1910,3759,0,4918,0,21.0
2020-09-18T00:00:00.000,12513,6712,161,12778,4808,46.0
2022-10-02T00:00:00.000,2252,4891,0,6560,0,15.0
2021-02-19T00:00:00.000,15799,9347,215,16832,5684,43.0
2020-03-29T00:00:00.000,706,889,0,1468,0,2.0
2023-12-20T00:00:00.000,10974,7946,265,14248,0,58.0
2024-06-28T00:00:00.000,14974,9894,232,17648,3816,65.0
2020-08-04T00:00:00.000,11694,5756,167,11698,5384,42.0
2020-09-27T00:00:00.000,1810,2725,0,4055,0,27.0
2020-07-20T00:00:00.000,10779,5642,160,10635,4314,65.0
2022-12-17T00:00:00.000,3708,5759,0,7436,0,33.0
2019-10-03T00:00:00.000,15089,12660,426,24221,0,1.0
2023-04-18T00:00:00.000,12530,10259,378,18402,0,71.0
2021-07-11T00:00:00.000,1966,3213,0,4514,0,11.0
2019-07-15T00:00:00.000,12743,9704,370,19481,0,2.0
2020-03-10T00:00:00.000,20171,12442,493,27226,6571,35.0
2021-09-27T00:00:00.000,2431,1046,20,2326,0,27.0
2019-09-20T00:00:00.000,20009,14789,403,27732,5099,0.0
2020-10-26T00:00:00.000,11342,5503,239,11623,4938,37.0
2020-12-06T00:00:00.000,2094,3260,0,4717,0,15.0
2020-08-14T00:00:00.000,11722,6337,157,11965,4892,49.0
2022-11-23T00:00:00.000,14492,9646,266,16659,3916,176.0
2023-08-13T00:00:00.000,2448,4337,0,5949,0,23.0
2021-10-29T00:00:00.000,8319,4023,71,8072,2024,42.0
2021-03-03T00:00:00.000,16892,9733,320,18152,5769,85.0
2024-01-21T00:00:00.000,2618,4153,0,5880,0,18.0
2020-01-18T00:00:00.000,3186,5064,0,7001,0,0.0
2020-10-20T00:00:00.000,13325,6968,273,13565,5488,47.0
2023-03-04T00:00:00.000,4103,6483,0,9145,13,22.0
2024-03-18T00:00:00.000,18155,11450,392,20665,5971,123.0
2020-03-05T00:00:00.000,18722,11596,445,25349,5945,76.0
2019-09-10T00:00:00.000,18814,11527,498,24134,5922,0.0
2023-08-28T00:00:00.000,15475,10479,371,18701,4730,70.0
2024-02-06T00:00:00.000,18520,11127,379,20624,6550,77.0
2019-11-02T00:00:00.000,3898,6625,0,9358,0,3.0
2019-10-19T00:00:00.000,3857,6066,0,8963,0,0.0
2020-09-30T00:00:00.000,8962,5841,190,10557,0,30.0
2024-08-27T00:00:00.000,17301,11173,351,20921,5004,65.0
2021-04-11T00:00:00.000,2086,3431,0,4734,0,22.0
2021-12-07T00:00:00.000,11101,7148,214,12939,3347,42.0
2019-09-22T00:00:00.000,4126,5234,0,7066,0,0.0
2020-10-31T00:00:00.000,2453,2544,0,4521,0,14.0
2022-03-09T00:00:00.000,13929,8144,209,15109,5254,63.0
2023-06-27T00:00:00.000,13366,9859,357,17289,2837,71.0
2022-01-03T00:00:00.000,1633,2026,0,3206,0,18.0
2024-06-10T00:00:00.000,2506,4139,0,6115,0,15.0
2022-04-30T00:00:00.000,2947,4949,0,6182,0,17.0
2023-09-24T00:00:00.000,2693,5301,0,7276,0,31.0
2023-12-16T00:00:00.000,4165,6135,0,8411,0,14.0
2022-10-31T00:00:00.000,12206,7602,223,13638,3631,39.0
2019-12-17T00:00:00.000,15744,10793,420,21636,1162,0.0
2020-01-30T00:00:00.000,14100,10587,362,21046,0,0.0
2022-08-11T00:00:00.000,13507,8622,196,15511,4108,71.0
2020-09-19T00:00:00.000,2534,4020,0,5720,0,19.0
2022-11-12T00:00:00.000,3516,5607,0,7747,0,22.0
2023-10-30T00:00:00.000,15786,9942,302,17728,5207,59.0
2021-10-16T00:00:00.000,1353,1671,0,2504,0,12.0
2020-03-27T00:00:00.000,3998,2298,106,5544,97,1.0
2020-07-02T00:00:00.000,8635,5435,137,10678,3290,3.0
2022-05-23T00:00:00.000,12914,8289,216,14440,4420,42.0
2022-04-09T00:00:00.000,3084,4630,0,6502,0,30.0
2019-09-02T00:00:00.000,18055,10993,417,23455,5830,0.0
2023-07-14T00:00:00.000,11554,9883,225,15609,0,67.0
2019-08-21T00:00:00.000,19447,12102,472,26048,5656,0.0
2024-01-19T00:00:00.000,11979,9532,259,15004,0,76.0
2021-03-09T00:00:00.000,16823,9430,340,17491,5870,93.0
2024-08-20T00:00:00.000,17315,11245,356,20639,4842,73.0
2024-09-16T00:00:00.000,15520,10326,317,18804,4726,66.0
2022-11-01T00:00:00.000,13821,8648,209,15268,4045,59.0
2019-10-08T00:00:00.000,13860,10799,417,22073,0,0.0
2019-07-09T00:00:00.000,13835,10550,455,19862,0,1.0
2023-03-21T00:00:00.000,17106,11542,373,20971,5703,72.0
2022-10-07T00:00:00.000,9081,7982,176,12660,0,52.0
2020-02-13T00:00:00.000,20387,11609,499,26610,6766,1.0
2021-07-04T00:00:00.000,1856,2895,0,4146,0,35.0
2019-09-23T00:00:00.000,18224,11833,469,24440,5626,0.0
2022-02-21T00:00:00.000,12663,6651,143,12389,5514,50.0
2020-12-28T00:00:00.000,2091,3086,0,4440,0,17.0
2021-10-07T00:00:00.000,2691,1217,20,2926,0,27.0
2022-05-02T00:00:00.000,13602,8231,262,15038,4737,65.0
2023-11-08T00:00:00.000,16467,11024,362,19855,4996,76.0
2022-10-11T00:00:00.000,14689,9787,245,17261,4652,78.0
2023-05-06T00:00:00.000,3845,6139,0,8120,0,20.0
2022-10-15T00:00:00.000,3635,5750,0,8070,0,11.0
2023-06-19T00:00:00.000,13656,9160,348,16289,4443,71.0
2023-03-28T00:00:00.000,16337,10720,385,20215,5432,69.0
2021-02-10T00:00:00.000,16511,9238,315,17184,6441,74.0
2019-12-01T00:00:00.000,2713,4356,0,6532,0,3.0
2019-07-16T00:00:00.000,14025,10434,421,20592,0,0.0
2021-10-04T00:00:00.000,730,660,0,1393,0,12.0
2021-05-06T00:00:00.000,16818,9674,315,17926,5465,90.0
2022-03-20T00:00:00.000,2006,3196,0,4803,0,7.0
2019-11-24T00:00:00.000,2913,4271,0,6681,0,4.0
2021-04-19T00:00:00.000,15767,8983,333,16782,3577,51.0
2020-10-25T00:00:00.000,1865,2403,0,3787,0,9.0
2023-12-19T00:00:00.000,11172,8393,285,14440,0,55.0
2024-02-25T00:00:00.000,2958,5864,0,7136,0,9.0
2020-07-06T00:00:00.000,6629,5009,137,9443,0,3.0
2022-02-25T00:00:00.000,12510,6966,134,12570,5326,69.0
2022-04-26T00:00:00.000,14074,8797,238,15608,2913,63.0
2021-10-14T00:00:00.000,2589,1082,24,2718,0,23.0
2023-05-30T00:00:00.000,15801,10513,376,18686,4865,63.0
2023-09-06T00:00:00.000,16283,10969,407,20143,4696,81.0
2020-11-14T00:00:00.000,2876,4782,0,6061,0,18.0
2023-02-10T00:00:00.000,16131,11455,255,18920,5366,118.0
2022-07-22T00:00:00.000,12742,8300,162,14332,4422,65.0
2023-11-23T00:00:00.000,15893,10650,317,18928,4526,77.0
2020-11-18T00:00:00.000,13637,8032,266,14649,4795,63.0
2023-01-02T00:00:00.000,2239,2842,0,4541,0,16.0
2019-10-15T00:00:00.000,19198,12750,456,25968,6037,1.0
2022-09-10T00:00:00.000,3258,5942,0,7065,0,23.0
2019-09-14T00:00:00.000,5306,7540,0,8618,4,0.0
2020-05-29T00:00:00.000,7908,3986,89,8407,3767,1.0
2021-11-17T00:00:00.000,11074,6058,153,11305,4574,42.0
2023-12-05T00:00:00.000,15170,10810,362,18459,3042,66.0
2020-11-10T00:00:00.000,13657,7540,230,14231,4841,59.0
2023-05-22T00:00:00.000,15536,10275,386,18284,4902,61.0
2021-04-30T00:00:00.000,16507,9949,246,17759,5540,69.0
2021-09-15T00:00:00.000,2344,913,21,2280,0,21.0
2024-03-10T00:00:00.000,3088,5647,0,7775,0,18.0
2021-06-23T00:00:00.000,14881,9455,314,16610,4174,70.0
2020-10-30T00:00:00.000,13472,6242,186,13757,4943,53.0
2021-01-16T00:00:00.000,2705,2715,0,5439,0,29.0
2020-06-25T00:00:00.000,9583,5703,121,10705,4585,4.0
2023-03-06T00:00:00.000,16371,11064,366,19576,5550,101.0
2022-11-10T00:00:00.000,15156,9612,246,16799,4229,91.0
2023-01-27T00:00:00.000,10366,7877,154,13248,0,54.0
2023-11-28T00:00:00.000,14519,9879,343,17483,4296,65.0
2024-06-08T00:00:00.000,4825,6848,0,8536,0,19.0
2024-03-26T00:00:00.000,18587,12238,426,21575,5442,96.0
2022-02-26T00:00:00.000,2856,5034,0,5933,0,17.0
2019-07-27T00:00:00.000,5383,6522,0,8231,0,1.0
2024-07-17T00:00:00.000,12194,9821,365,16383,0,73.0
2021-04-23T00:00:00.000,16420,9626,267,16969,5811,75.0
2022-07-13T00:00:00.000,9529,7873,226,12933,0,48.0
2024-01-08T00:00:00.000,9753,7324,248,12716,0,59.0
2024-01-01T00:00:00.000,1481,2740,0,3308,0,6.0
2022-04-27T00:00:00.000,14299,8797,252,15723,5160,92.0
2019-10-26T00:00:00.000,3731,6849,0,8449,0,102.0
2022-05-17T00:00:00.000,13979,9047,284,15836,4485,56.0
2024-09-09T00:00:00.000,16056,9812,344,17921,4797,84.0
2024-07-01T00:00:00.000,14040,9241,319,16658,3016,56.0
2022-06-16T00:00:00.000,12723,8434,238,14196,4010,42.0
2024-08-15T00:00:00.000,17446,11231,321,20844,4524,91.0
2022-05-29T00:00:00.000,2049,3591,0,4969,0,16.0
2021-06-21T00:00:00.000,14587,8914,304,16243,4295,53.0
2023-11-06T00:00:00.000,15943,10252,336,18670,5186,61.0
2023-03-23T00:00:00.000,15800,10808,345,19233,5413,100.0
2022-09-15T00:00:00.000,13245,8425,173,15225,4270,56.0
2020-10-27T00:00:00.000,13366,6594,249,13389,5398,40.0
2023-03-17T00:00:00.000,16931,11798,294,19999,5299,105.0
2022-01-11T00:00:00.000,5879,3545,75,6608,0,27.0
2022-02-24T00:00:00.000,13206,7039,138,13205,5581,140.0
2024-07-25T00:00:00.000,17242,10997,312,19596,5499,85.0
2022-08-02T00:00:00.000,14063,8847,241,15540,4633,72.0
2024-02-04T00:00:00.000,2783,4296,0,6135,0,22.0
2020-08-17T00:00:00.000,11744,5628,183,11068,5306,39.0
2022-06-19T00:00:00.000,1973,3308,0,5036,0,19.0
2019-09-09T00:00:00.000,17892,10847,458,22891,5813,0.0
2020-03-07T00:00:00.000,3971,6162,0,9552,0,0.0
2023-01-03T00:00:00.000,8061,5998,100,10227,0,45.0
2023-04-23T00:00:00.000,2498,6572,0,6513,0,14.0
2021-02-27T00:00:00.000,3369,5149,0,6554,0,24.0
2021-02-28T00:00:00.000,2148,3430,0,4932,0,24.0
2021-10-20T00:00:00.000,5259,2318,58,5027,0,41.0
2019-12-20T00:00:00.000,13149,10032,259,18341,44,0.0
2020-09-16T00:00:00.000,12778,6549,195,12682,5075,49.0
2023-09-20T00:00:00.000,16498,11686,368,20735,4701,69.0
2024-08-06T00:00:00.000,17690,11279,375,21424,5094,85.0
2023-10-17T00:00:00.000,17365,11255,378,20596,5139,105.0
2021-12-06T00:00:00.000,10902,6586,194,11920,3265,45.0
2024-05-13T00:00:00.000,17108,11047,349,19420,5442,61.0
2024-01-04T00:00:00.000,8856,7678,175,10983,0,48.0
2021-02-21T00:00:00.000,2100,3216,0,4417,0,18.0
2022-05-03T00:00:00.000,14452,8861,271,16091,4884,64.0
2020-10-15T00:00:00.000,13560,7021,227,13692,5380,66.0
2021-08-01T00:00:00.000,1862,2799,0,4160,0,18.0
2022-02-05T00:00:00.000,2730,3889,0,5175,0,26.0
2021-08-22T00:00:00.000,489,409,0,862,0,5.0
2020-07-19T00:00:00.000,1507,2477,0,3673,0,10.0
2020-10-01T00:00:00.000,9632,6301,197,11869,0,45.0
2023-03-25T00:00:00.000,3687,5699,0,7796,0,11.0
2021-06-26T00:00:00.000,3170,4718,0,6242,0,17.0
2023-01-29T00:00:00.000,2226,3553,0,5147,0,21.0
2021-07-29T00:00:00.000,15846,9420,270,16980,5534,91.0
2021-08-21T00:00:00.000,722,503,0,1079,0,6.0
2023-09-11T00:00:00.000,15265,10162,346,18713,4823,74.0
2022-04-18T00:00:00.000,1839,3064,0,4454,0,22.0
2022-11-28T00:00:00.000,12610,9002,225,15471,2669,53.0
2021-09-05T00:00:00.000,458,456,0,943,0,7.0
2023-06-30T00:00:00.000,12504,9633,273,16163,2096,52.0
2020-05-25T00:00:00.000,6901,3495,101,7501,3708,1.0
2023-04-16T00:00:00.000,2234,3731,0,5454,0,18.0
2022-03-22T00:00:00.000,14014,8326,254,15939,4914,101.0
2023-01-07T00:00:00.000,3298,7452,0,6637,0,45.0
2020-10-06T00:00:00.000,8397,5496,187,10183,0,31.0
2021-04-25T00:00:00.000,1983,3378,0,4258,0,14.0
2024-02-08T00:00:00.000,19037,11559,351,20647,6343,123.0
2020-03-25T00:00:00.000,4365,2790,164,6563,144,0.0
2024-05-22T00:00:00.000,17471,11645,373,19880,4901,96.0
2022-02-15T00:00:00.000,12650,6590,157,12662,5542,63.0
2020-05-20T00:00:00.000,6085,2890,85,6510,2470,1.0
2021-04-20T00:00:00.000,16659,9901,294,18151,6238,100.0
2024-01-23T00:00:00.000,12497,9542,356,15626,0,64.0
2024-06-17T00:00:00.000,15884,9606,368,17510,4938,46.0
2021-08-19T00:00:00.000,1959,768,21,1920,14,13.0
2022-12-26T00:00:00.000,1996,3517,0,5276,0,10.0
2024-08-29T00:00:00.000,17267,11047,306,20871,4774,108.0
2021-08-17T00:00:00.000,2066,949,20,2139,29,14.0
2020-11-27T00:00:00.000,13588,9101,183,15110,4155,38.0
2023-08-20T00:00:00.000,2738,4605,0,6663,0,54.0
2021-08-20T00:00:00.000,2015,741,9,1907,11,13.0
2024-07-23T00:00:00.000,17269,11314,367,20063,4988,80.0
2022-08-07T00:00:00.000,2049,3796,0,5285,0,34.0
2021-04-14T00:00:00.000,11809,8649,308,15495,0,46.0
2024-03-21T00:00:00.000,18838,12491,334,21939,5524,111.0
2021-05-02T00:00:00.000,2081,3242,0,4977,0,34.0
2019-08-25T00:00:00.000,3955,4411,0,6228,0,2.0
2024-08-10T00:00:00.000,4835,6329,0,8639,0,17.0
2024-02-02T00:00:00.000,16882,10194,310,17639,4474,77.0
2022-09-27T00:00:00.000,10341,8520,227,14447,0,60.0
2022-06-08T00:00:00.000,13434,8663,254,14764,4138,38.0
2020-01-24T00:00:00.000,13403,10476,343,19749,0,0.0
2023-05-31T00:00:00.000,15635,10279,405,18394,4684,69.0
2019-12-12T00:00:00.000,17004,11653,445,22538,3083,0.0
2023-06-08T00:00:00.000,14391,9346,296,16643,4691,73.0
2023-04-25T00:00:00.000,2420,4047,0,5898,0,14.0
2023-11-05T00:00:00.000,2559,4430,0,6221,0,20.0
2021-01-04T00:00:00.000,7269,5337,150,9105,0,38.0
2022-02-12T00:00:00.000,2922,5166,0,6031,0,23.0
2019-09-25T00:00:00.000,18838,12958,453,25717,5360,0.0
2022-01-04T00:00:00.000,5744,3581,54,6655,0,36.0
2022-08-03T00:00:00.000,13162,8636,235,14960,4443,67.0
2022-01-17T00:00:00.000,6047,3723,82,7129,0,32.0
2019-10-07T00:00:00.000,2870,5069,0,6956,0,2.0
2020-10-08T00:00:00.000,8654,5669,212,10697,0,35.0
2020-10-19T00:00:00.000,12986,6459,209,12772,5319,40.0
2020-08-31T00:00:00.000,11736,5810,177,11520,5156,46.0
2019-08-24T00:00:00.000,5439,6396,0,8283,0,
2023-03-26T00:00:00.000,2624,4212,0,6383,0,18.0
2023-03-27T00:00:00.000,15510,10639,346,18806,5409,71.0
2023-05-14T00:00:00.000,2212,4302,0,6208,0,18.0
2023-05-28T00:00:00.000,2215,4789,0,5996,0,16.0
2022-06-09T00:00:00.000,13407,8337,226,14799,4397,48.0
2024-08-12T00:00:00.000,16707,10417,342,19550,5096,68.0
2023-05-23T00:00:00.000,15907,10702,395,19183,4756,62.0
2023-11-10T00:00:00.000,16397,11100,1029,19102,4550,81.0
2024-04-08T00:00:00.000,17352,10585,382,19422,5555,90.0
2022-04-24T00:00:00.000,2094,5283,0,5204,0,18.0
2020-04-16T00:00:00.000,3024,1577,57,3682,0,3.0
2022-04-23T00:00:00.000,2932,4614,0,6026,0,21.0
2019-11-11T00:00:00.000,17964,11548,468,24134,5602,3.0
2021-10-06T00:00:00.000,2821,1217,22,2837,0,36.0
2023-12-18T00:00:00.000,11669,8395,308,14960,0,60.0
2024-03-01T00:00:00.000,18752,11660,309,21585,5476,99.0
2021-05-20T00:00:00.000,16343,9710,310,17375,4823,94.0
2020-12-20T00:00:00.000,2041,3529,0,4583,0,17.0
2024-05-30T00:00:00.000,17375,10726,337,19327,5100,75.0
2022-06-14T00:00:00.000,12488,8421,233,14413,3038,43.0
2022-03-01T00:00:00.000,12288,7427,192,13710,2193,43.0
2024-08-11T00:00:00.000,2744,4452,0,6776,0,14.0
2023-11-26T00:00:00.000,2970,4847,0,7236,0,19.0
2022-12-09T00:00:00.000,13394,10098,188,15472,1654,64.0
2020-04-19T00:00:00.000,759,1113,0,1356,0,0.0
2021-04-27T00:00:00.000,16970,9766,330,18261,5474,125.0
2023-11-20T00:00:00.000,14682,9474,347,16823,4627,43.0
2021-09-21T00:00:00.000,2229,959,22,2294,0,26.0
2019-07-13T00:00:00.000,4606,5185,0,6327,0,2.0
2021-07-08T00:00:00.000,10843,8201,270,14035,0,43.0
2023-09-09T00:00:00.000,3776,6678,0,8247,0,20.0
2019-11-15T00:00:00.000,18462,12418,370,24410,5472,0.0
2023-08-01T00:00:00.000,16569,11912,375,21015,4888,82.0
2024-03-25T00:00:00.000,17817,11318,364,20230,5814,86.0
2023-02-14T00:00:00.000,16964,11844,363,20612,5803,80.0
2023-10-04T00:00:00.000,11306,9133,332,16024,0,64.0
2020-12-30T00:00:00.000,5375,3985,13,6117,0,32.0
2022-04-22T00:00:00.000,9307,7546,160,12607,0,50.0
2019-07-25T00:00:00.000,19619,12257,432,25284,5845,0.0
2021-10-11T00:00:00.000,2778,1205,29,2729,0,20.0
2020-02-18T00:00:00.000,20617,12733,485,27552,6853,0.0
2020-11-04T00:00:00.000,13690,6768,249,13685,5116,40.0
2020-04-23T00:00:00.000,3230,1786,39,3819,0,1.0
2020-10-24T00:00:00.000,2428,3154,0,4663,0,12.0
2021-11-01T00:00:00.000,9291,4575,106,8821,4650,64.0
2024-04-28T00:00:00.000,2772,4672,0,7003,0,28.0
2024-02-22T00:00:00.000,18749,12163,385,21933,5793,94.0
2024-09-02T00:00:00.000,15543,9467,337,17910,4967,78.0
2024-02-17T00:00:00.000,5362,10710,0,11523,0,26.0
2021-06-19T00:00:00.000,3205,4629,0,6330,0,18.0
2019-10-17T00:00:00.000,19049,12391,417,25990,5640,0.0
2023-01-14T00:00:00.000,3478,5057,0,7041,0,15.0
2023-07-15T00:00:00.000,3798,5925,0,8036,0,17.0
2024-05-03T00:00:00.000,17605,11511,271,19880,5560,61.0
2022-07-01T00:00:00.000,10111,7288,160,12247,1399,45.0
2023-12-22T00:00:00.000,10210,8151,103,12763,0,54.0
2019-12-06T00:00:00.000,17380,12626,361,23119,4200,0.0
2023-12-01T00:00:00.000,14811,10733,253,17504,3629,73.0
2023-06-14T00:00:00.000,15556,10578,355,18604,4687,90.0
2020-06-03T00:00:00.000,9018,4463,128,9384,4892,0.0
2022-07-24T00:00:00.000,2133,3897,0,5351,0,13.0
2023-05-10T00:00:00.000,16416,11133,397,19592,4878,78.0
